ALUA	9.8	9.44	9.44	9.27	0.62
APBR	51.95	54.71	54.71	52.25	3.52
BMA	87.8	82.04	82.04	78.90	5.64
COME	3.13	3.15	3.15	3.03	0.17
EDN	10.5	9.99	9.99	9.67	0.61
ERAR	6.73	6.48	6.48	6.32	0.41
FRAN	96.8	92.88	92.88	88.14	6.01
GGAL	40	37.69	37.69	36.95	2.04
PAMP	12.8	12.12	12.12	13.21	0.85
TECO2	51.5	49.83	49.83	47.53	2.88
TS	183.5	180.77	180.77	172.14	7.91
YPFD	283.5	282.37	282.37	276.66	14.45
